0
Initializing SDP sensor
SDP sensor initialized
1
SN:1820000045  FlowOffset:0.00 FlowScale:256.00  TempOffset:20000.00  TempScale:100.00 SFM Status:02
3
SETUP DONE
r_f_set: 5.00   PWM: 33.46   Flow_SFM: 5.04   Flow_SDP: 5.07   Mean_Pressure: 3.02
r_f_set: 5.00   PWM: 31.35   Flow_SFM: 5.10   Flow_SDP: 5.09   Mean_Pressure: 3.00
r_f_set: 5.00   PWM: 31.13   Flow_SFM: 5.09   Flow_SDP: 5.07   Mean_Pressure: 3.00
r_f_set: 5.00   PWM: 32.05   Flow_SFM: 5.02   Flow_SDP: 5.07   Mean_Pressure: 3.02
r_f_set: 5.00   PWM: 31.99   Flow_SFM: 5.02   Flow_SDP: 5.06   Mean_Pressure: 3.02
r_f_set: 5.00   PWM: 32.42   Flow_SFM: 4.97   Flow_SDP: 4.99   Mean_Pressure: 2.95
r_f_set: 5.00   PWM: 33.88   Flow_SFM: 4.95   Flow_SDP: 5.02   Mean_Pressure: 2.94
r_f_set: 5.00   PWM: 32.40   Flow_SFM: 4.99   Flow_SDP: 5.05   Mean_Pressure: 2.92
r_f_set: 5.00   PWM: 32.42   Flow_SFM: 5.00   Flow_SDP: 5.04   Mean_Pressure: 2.98
r_f_set: 5.00   PWM: 32.17   Flow_SFM: 4.98   Flow_SDP: 5.00   Mean_Pressure: 2.97
r_f_set: 5.00   PWM: 32.34   Flow_SFM: 4.98   Flow_SDP: 5.07   Mean_Pressure: 2.97
r_f_set: 5.00   PWM: 33.18   Flow_SFM: 5.02   Flow_SDP: 5.08   Mean_Pressure: 2.94
r_f_set: 5.00   PWM: 33.01   Flow_SFM: 4.96   Flow_SDP: 5.01   Mean_Pressure: 2.95
r_f_set: 5.00   PWM: 31.91   Flow_SFM: 5.03   Flow_SDP: 5.03   Mean_Pressure: 2.99
r_f_set: 5.00   PWM: 31.71   Flow_SFM: 4.98   Flow_SDP: 5.02   Mean_Pressure: 2.98
r_f_set: 5.00   PWM: 32.37   Flow_SFM: 4.97   Flow_SDP: 4.96   Mean_Pressure: 2.99
r_f_set: 5.00   PWM: 31.67   Flow_SFM: 5.01   Flow_SDP: 5.03   Mean_Pressure: 3.02
r_f_set: 5.00   PWM: 32.48   Flow_SFM: 4.98   Flow_SDP: 5.06   Mean_Pressure: 2.97
r_f_set: 5.00   PWM: 32.06   Flow_SFM: 5.05   Flow_SDP: 5.10   Mean_Pressure: 2.98
r_f_set: 5.00   PWM: 32.52   Flow_SFM: 5.01   Flow_SDP: 5.08   Mean_Pressure: 2.95
r_f_set: 5.00   PWM: 32.16   Flow_SFM: 4.97   Flow_SDP: 4.95   Mean_Pressure: 2.98
r_f_set: 5.00   PWM: 31.84   Flow_SFM: 4.96   Flow_SDP: 5.02   Mean_Pressure: 2.93
r_f_set: 5.00   PWM: 32.37   Flow_SFM: 5.00   Flow_SDP: 5.07   Mean_Pressure: 2.99
r_f_set: 5.00   PWM: 32.97   Flow_SFM: 5.05   Flow_SDP: 5.08   Mean_Pressure: 3.00
r_f_set: 5.00   PWM: 32.39   Flow_SFM: 5.03   Flow_SDP: 5.06   Mean_Pressure: 2.97
r_f_set: 5.00   PWM: 33.45   Flow_SFM: 4.97   Flow_SDP: 5.08   Mean_Pressure: 2.91
r_f_set: 5.00   PWM: 33.43   Flow_SFM: 4.96   Flow_SDP: 5.05   Mean_Pressure: 2.99
r_f_set: 5.00   PWM: 33.63   Flow_SFM: 5.03   Flow_SDP: 5.11   Mean_Pressure: 3.02
r_f_set: 5.00   PWM: 33.64   Flow_SFM: 4.97   Flow_SDP: 5.06   Mean_Pressure: 2.99
r_f_set: 5.00   PWM: 33.15   Flow_SFM: 5.05   Flow_SDP: 5.05   Mean_Pressure: 3.02
r_f_set: 5.00   PWM: 34.38   Flow_SFM: 4.97   Flow_SDP: 5.06   Mean_Pressure: 2.95
r_f_set: 5.00   PWM: 32.35   Flow_SFM: 5.02   Flow_SDP: 5.10   Mean_Pressure: 2.98
r_f_set: 5.00   PWM: 33.21   Flow_SFM: 5.03   Flow_SDP: 5.06   Mean_Pressure: 3.01
r_f_set: 6.00   PWM: 35.46   Flow_SFM: 4.97   Flow_SDP: 5.07   Mean_Pressure: 2.94
r_f_set: 6.00   PWM: 36.57   Flow_SFM: 5.12   Flow_SDP: 5.17   Mean_Pressure: 3.05
r_f_set: 6.00   PWM: 38.73   Flow_SFM: 5.30   Flow_SDP: 5.37   Mean_Pressure: 3.17
r_f_set: 6.00   PWM: 39.43   Flow_SFM: 5.42   Flow_SDP: 5.48   Mean_Pressure: 3.31
r_f_set: 6.00   PWM: 40.04   Flow_SFM: 5.56   Flow_SDP: 5.59   Mean_Pressure: 3.44
r_f_set: 6.00   PWM: 40.12   Flow_SFM: 5.77   Flow_SDP: 5.89   Mean_Pressure: 3.59
r_f_set: 6.00   PWM: 40.08   Flow_SFM: 5.79   Flow_SDP: 5.87   Mean_Pressure: 3.64
r_f_set: 6.00   PWM: 40.25   Flow_SFM: 6.01   Flow_SDP: 6.02   Mean_Pressure: 3.78
r_f_set: 6.00   PWM: 39.97   Flow_SFM: 6.05   Flow_SDP: 6.03   Mean_Pressure: 3.79
r_f_set: 6.00   PWM: 39.56   Flow_SFM: 6.06   Flow_SDP: 6.15   Mean_Pressure: 3.84
r_f_set: 6.00   PWM: 40.31   Flow_SFM: 6.07   Flow_SDP: 6.14   Mean_Pressure: 3.89
r_f_set: 6.00   PWM: 40.08   Flow_SFM: 6.02   Flow_SDP: 5.97   Mean_Pressure: 3.86
r_f_set: 6.00   PWM: 38.70   Flow_SFM: 6.07   Flow_SDP: 6.17   Mean_Pressure: 3.89
r_f_set: 6.00   PWM: 38.13   Flow_SFM: 6.15   Flow_SDP: 6.18   Mean_Pressure: 3.93
r_f_set: 6.00   PWM: 40.40   Flow_SFM: 6.02   Flow_SDP: 6.12   Mean_Pressure: 3.82
r_f_set: 6.00   PWM: 40.11   Flow_SFM: 6.07   Flow_SDP: 6.12   Mean_Pressure: 3.92
r_f_set: 6.00   PWM: 39.15   Flow_SFM: 6.08   Flow_SDP: 6.06   Mean_Pressure: 3.90
r_f_set: 6.00   PWM: 39.73   Flow_SFM: 6.01   Flow_SDP: 6.05   Mean_Pressure: 3.85
r_f_set: 6.00   PWM: 39.65   Flow_SFM: 5.97   Flow_SDP: 6.07   Mean_Pressure: 3.80
r_f_set: 6.00   PWM: 38.52   Flow_SFM: 6.03   Flow_SDP: 6.04   Mean_Pressure: 3.79
r_f_set: 6.00   PWM: 38.68   Flow_SFM: 6.05   Flow_SDP: 6.09   Mean_Pressure: 3.81
r_f_set: 6.00   PWM: 38.86   Flow_SFM: 6.03   Flow_SDP: 6.07   Mean_Pressure: 3.86
r_f_set: 6.00   PWM: 37.96   Flow_SFM: 6.03   Flow_SDP: 6.02   Mean_Pressure: 3.80
r_f_set: 6.00   PWM: 40.39   Flow_SFM: 5.93   Flow_SDP: 6.03   Mean_Pressure: 3.77
r_f_set: 6.00   PWM: 39.84   Flow_SFM: 5.92   Flow_SDP: 6.02   Mean_Pressure: 3.81
r_f_set: 6.00   PWM: 38.93   Flow_SFM: 5.94   Flow_SDP: 6.06   Mean_Pressure: 3.76
r_f_set: 6.00   PWM: 40.21   Flow_SFM: 5.93   Flow_SDP: 6.03   Mean_Pressure: 3.79
r_f_set: 6.00   PWM: 38.97   Flow_SFM: 5.97   Flow_SDP: 6.02   Mean_Pressure: 3.79
r_f_set: 6.00   PWM: 38.12   Flow_SFM: 5.97   Flow_SDP: 5.98   Mean_Pressure: 3.79
